p,Tu,phi,egr,Su,deltaL,completed
1000000.0,900.0,0.3,0.45,0.06340386279217426,0.0005321542906222718,True
1000000.0,900.0,0.3,0.5,,,False
1000000.0,900.0,0.3,0.55,,,False
1000000.0,900.0,0.3,0.6,,,False
1000000.0,900.0,0.4,0.0,5.394318841578277,2.130928447208386e-05,True
1000000.0,900.0,0.4,0.05,4.6893346717344295,2.220889525303393e-05,True
1000000.0,900.0,0.4,0.1,4.003828415955824,2.3442815317049284e-05,True
1000000.0,900.0,0.4,0.15,3.343802725633865,2.5240413036354748e-05,True
1000000.0,900.0,0.4,0.2,2.7131470618365636,2.7723437626573623e-05,True
1000000.0,900.0,0.4,0.25,2.118304459541046,3.1368722140010626e-05,True
1000000.0,900.0,0.4,0.3,1.5706792940212067,3.715042080824558e-05,True
1000000.0,900.0,0.4,0.35,1.079949255908921,4.710385503211812e-05,True
1000000.0,900.0,0.4,0.4,0.6664473807269619,6.623690667534248e-05,True
1000000.0,900.0,0.4,0.45,0.3579537421819351,0.00011021274745093624,True
1000000.0,900.0,0.4,0.5,0.18155608071061075,0.00021310968414010593,True
1000000.0,900.0,0.4,0.55,0.08985609555051552,0.00042100266167086574,True
1000000.0,900.0,0.4,0.6,,,False
1000000.0,900.0,0.5,0.0,6.981927317692809,2.0675431792080648e-05,True
1000000.0,900.0,0.5,0.05,6.22752360168851,2.1171117652878502e-05,True
1000000.0,900.0,0.5,0.1,5.48511560339164,2.19260889773843e-05,True
1000000.0,900.0,0.5,0.15,4.756968372339353,2.2953035375706073e-05,True
1000000.0,900.0,0.5,0.2,4.048616584152661,2.4381721871425912e-05,True
1000000.0,900.0,0.5,0.25,3.364578104999748,2.623985369609803e-05,True
1000000.0,900.0,0.5,0.3,2.7115594880502476,2.8903985648749302e-05,True
1000000.0,900.0,0.5,0.35,2.0959407548413926,3.306467467678232e-05,True
1000000.0,900.0,0.5,0.4,1.5311186478579237,3.947706911383303e-05,True
1000000.0,900.0,0.5,0.45,1.027549617357287,5.0700281140910505e-05,True
1000000.0,900.0,0.5,0.5,0.6072167959377239,7.366950324707523e-05,True
1000000.0,900.0,0.5,0.55,0.3010081932051459,0.00013234091133588468,True
1000000.0,900.0,0.5,0.6,0.1391135726567192,0.00028400991523488245,True
1000000.0,900.0,0.6,0.0,8.288314446225378,2.0803561548788e-05,True
1000000.0,900.0,0.6,0.05,7.499751725732768,2.1218816553410526e-05,True
1000000.0,900.0,0.6,0.1,6.713297879084303,2.1765026738270058e-05,True
1000000.0,900.0,0.6,0.15,5.937147870998569,2.248293727372526e-05,True
1000000.0,900.0,0.6,0.2,5.172170887109306,2.3464908137373496e-05,True
1000000.0,900.0,0.6,0.25,4.42590441172289,2.469587076979731e-05,True
1000000.0,900.0,0.6,0.3,3.701298931800877,2.6447968029950493e-05,True
1000000.0,900.0,0.6,0.35,3.0071450299307227,2.9072281418777498e-05,True
1000000.0,900.0,0.6,0.4,2.351263469983776,3.275841900119602e-05,True
1000000.0,900.0,0.6,0.45,1.742667273482802,3.841802165277999e-05,True
1000000.0,900.0,0.6,0.5,1.1955768174395585,4.8074329729466564e-05,True
1000000.0,900.0,0.6,0.55,0.7283750249344936,6.692526780845154e-05,True
1000000.0,900.0,0.6,0.6,0.3670098076377131,0.0001138695478882706,True
1000000.0,900.0,0.7,0.0,9.363429345047537,2.1249854018182184e-05,True
1000000.0,900.0,0.7,0.05,8.546421702025398,2.1633455216268574e-05,True
1000000.0,900.0,0.7,0.1,7.72932658748978,2.2122356902952382e-05,True
1000000.0,900.0,0.7,0.15,6.913880157883245,2.2747524155315645e-05,True
1000000.0,900.0,0.7,0.2,6.106679519994412,2.355368729362731e-05,True
1000000.0,900.0,0.7,0.25,5.31478825222637,2.4517387436179573e-05,True
1000000.0,900.0,0.7,0.3,4.537169266477935,2.5779981011483593e-05,True
1000000.0,900.0,0.7,0.35,3.784301712906858,2.7847159299801475e-05,True
1000000.0,900.0,0.7,0.4,3.061448921171811,3.048433393617372e-05,True
1000000.0,900.0,0.7,0.45,2.379964207973,3.434813324011893e-05,True
1000000.0,900.0,0.7,0.5,1.7500112905736032,4.041833652401708e-05,True
1000000.0,900.0,0.7,0.55,1.1873070064988476,5.069641817170495e-05,True
1000000.0,900.0,0.7,0.6,0.7094555908108265,7.104707168498068e-05,True
1000000.0,900.0,0.8,0.0,10.23564223095327,2.1862956817290277e-05,True
1000000.0,900.0,0.8,0.05,9.398474801612483,2.2275969086168957e-05,True
1000000.0,900.0,0.8,0.1,8.558262049620664,2.2767376194507865e-05,True
1000000.0,900.0,0.8,0.15,7.718729644253478,2.3305113551880153e-05,True
1000000.0,900.0,0.8,0.2,6.880771565231139,2.4037285148124633e-05,True
1000000.0,900.0,0.8,0.25,6.05185628601102,2.493988355173391e-05,True
1000000.0,900.0,0.8,0.3,5.234299482154864,2.6061006599052556e-05,True
1000000.0,900.0,0.8,0.35,4.435601339856607,2.780617030197645e-05,True
1000000.0,900.0,0.8,0.4,3.662668442229022,2.9939560212878442e-05,True
1000000.0,900.0,0.8,0.45,2.9248759048292654,3.300463662145888e-05,True
1000000.0,900.0,0.8,0.5,2.232926042078969,3.7680953906171946e-05,True
1000000.0,900.0,0.8,0.55,1.600967566434029,4.499821981198161e-05,True
1000000.0,900.0,0.8,0.6,1.04394586145517,5.7827609781919397e-05,True
1000000.0,900.0,0.9,0.0,10.945028723783908,2.2552683101542247e-05,True
1000000.0,900.0,0.9,0.05,10.092962898664341,2.301427017079816e-05,True
1000000.0,900.0,0.9,0.1,9.235618671614317,2.3549837935947043e-05,True
1000000.0,900.0,0.9,0.15,8.377237405077903,2.4119246755974663e-05,True
1000000.0,900.0,0.9,0.2,7.515514229534124,2.4843537637114186e-05,True
1000000.0,900.0,0.9,0.25,6.659435742194171,2.5731588725097662e-05,True
1000000.0,900.0,0.9,0.3,5.810517325292399,2.674317572372502e-05,True
1000000.0,900.0,0.9,0.35,4.976403820851938,2.8330075594095692e-05,True
1000000.0,900.0,0.9,0.4,4.164404377407848,3.0270164908067938e-05,True
1000000.0,900.0,0.9,0.45,3.3822381847952827,3.2855192747024575e-05,True
1000000.0,900.0,0.9,0.5,2.6412693214580107,3.6917454751642923e-05,True
1000000.0,900.0,0.9,0.55,1.954464382098621,4.295080372587518e-05,True
1000000.0,900.0,0.9,0.6,1.3379264425580781,5.284691267271264e-05,True
1000000.0,900.0,1.0,0.0,11.509298938905552,2.3127319546469777e-05,True
1000000.0,900.0,1.0,0.05,10.650315816985707,2.363765506321613e-05,True
1000000.0,900.0,1.0,0.1,9.783049865188733,2.4141345413485464e-05,True
1000000.0,900.0,1.0,0.15,8.910630989307524,2.4813542010647076e-05,True
1000000.0,900.0,1.0,0.2,8.033067159472221,2.5568491774335423e-05,True
1000000.0,900.0,1.0,0.25,7.155683109146147,2.639286523079284e-05,True
1000000.0,900.0,1.0,0.3,6.2842816433952144,2.7422397275097137e-05,True
1000000.0,900.0,1.0,0.35,5.422416067507987,2.8770843734086457e-05,True
1000000.0,900.0,1.0,0.4,4.580303609199756,3.078295353117722e-05,True
1000000.0,900.0,1.0,0.45,3.7623708983908504,3.3066023996455605e-05,True
1000000.0,900.0,1.0,0.5,2.9821825424113357,3.687980890411078e-05,True
1000000.0,900.0,1.0,0.55,2.2511143953001134,4.22693449778682e-05,True
1000000.0,900.0,1.0,0.6,1.5867761408467647,5.044500174203686e-05,True
1000000.0,900.0,1.1,0.0,11.954628277122575,2.341532700910538e-05,True
1000000.0,900.0,1.1,0.05,11.09229494360296,2.3887119737796426e-05,True
1000000.0,900.0,1.1,0.1,10.217809853295655,2.4310582846223314e-05,True
1000000.0,900.0,1.1,0.15,9.335496679158341,2.489233793917366e-05,True
1000000.0,900.0,1.1,0.2,8.448327157328006,2.5785682053800602e-05,True
1000000.0,900.0,1.1,0.25,7.5586005272163455,2.658056382286638e-05,True
1000000.0,900.0,1.1,0.3,6.669903788741462,2.749972130815676e-05,True
1000000.0,900.0,1.1,0.35,5.788728827901305,2.8787191776092037e-05,True
1000000.0,900.0,1.1,0.4,4.921223578349908,3.0383128911367685e-05,True
1000000.0,900.0,1.1,0.45,4.076913327301253,3.258478602410073e-05,True
1000000.0,900.0,1.1,0.5,3.2655159377161738,3.590095548485223e-05,True
1000000.0,900.0,1.1,0.55,2.498586584031183,4.056597994093792e-05,True
1000000.0,900.0,1.1,0.6,1.7956066696774966,4.757341747818201e-05,True
1000000.0,900.0,1.2,0.0,12.294913285051662,2.3569819577525e-05,True
1000000.0,900.0,1.2,0.05,11.4335120402633,2.395782095542016e-05,True
1000000.0,900.0,1.2,0.1,10.560366217992488,2.4413299392308584e-05,True
1000000.0,900.0,1.2,0.15,9.674006684752529,2.4911274273957572e-05,True
1000000.0,900.0,1.2,0.2,8.779554694568978,2.5631457498778183e-05,True
1000000.0,900.0,1.2,0.25,7.87969435795789,2.6176904598104253e-05,True
1000000.0,900.0,1.2,0.3,6.98047553969527,2.687338684285549e-05,True
1000000.0,900.0,1.2,0.35,6.085701552137272,2.8331477750876956e-05,True
1000000.0,900.0,1.2,0.4,5.201510698822662,2.9936792818985693e-05,True
1000000.0,900.0,1.2,0.45,4.337544811238114,3.175929469639742e-05,True
1000000.0,900.0,1.2,0.5,3.5000688567932126,3.476620205344854e-05,True
1000000.0,900.0,1.2,0.55,2.706892605745174,3.886674427551686e-05,True
1000000.0,900.0,1.2,0.6,1.9710910873076168,4.496517301090247e-05,True
1000000.0,900.0,1.3,0.0,12.546154584163112,2.372035763698538e-05,True
1000000.0,900.0,1.3,0.05,11.690502978621792,2.4062682669503657e-05,True
1000000.0,900.0,1.3,0.1,10.81924781168985,2.449502568805287e-05,True
1000000.0,900.0,1.3,0.15,9.935107572292205,2.4910810472799984e-05,True
1000000.0,900.0,1.3,0.2,9.040919982848244,2.5447306762019428e-05,True
1000000.0,900.0,1.3,0.25,8.137644739852552,2.5895033872305102e-05,True
1000000.0,900.0,1.3,0.3,7.2327424312720465,2.6667173691098946e-05,True
1000000.0,900.0,1.3,0.35,6.327571500497226,2.8040687824040877e-05,True
1000000.0,900.0,1.3,0.4,5.4338338454045525,2.9505288532525352e-05,True
1000000.0,900.0,1.3,0.45,4.552851559593814,3.124570766174619e-05,True
1000000.0,900.0,1.3,0.5,3.6966376944582873,3.3954136406008336e-05,True
1000000.0,900.0,1.3,0.55,2.881344818242611,3.7683578729064066e-05,True
1000000.0,900.0,1.3,0.6,2.119501244986171,4.350944142896101e-05,True
1000000.0,900.0,1.4,0.0,12.727866299392138,2.399411146795943e-05,True
1000000.0,900.0,1.4,0.05,11.88164932408124,2.426027534202888e-05,True
1000000.0,900.0,1.4,0.1,11.015911941550709,2.462791526540485e-05,True
1000000.0,900.0,1.4,0.15,10.135061537394236,2.5152122320858485e-05,True
1000000.0,900.0,1.4,0.2,9.243150881093323,2.5265837599427733e-05,True
1000000.0,900.0,1.4,0.25,8.341214462142998,2.585562870145249e-05,True
1000000.0,900.0,1.4,0.3,7.433637348825829,2.646081731518066e-05,True
1000000.0,900.0,1.4,0.35,6.524574369337659,2.779572845019781e-05,True
1000000.0,900.0,1.4,0.4,5.62241756660794,2.923700674309863e-05,True
1000000.0,900.0,1.4,0.45,4.73024178238895,3.097199714270252e-05,True
1000000.0,900.0,1.4,0.5,3.8629757135126734,3.338105738330861e-05,True
1000000.0,900.0,1.4,0.55,3.028427053272873,3.6876508810548846e-05,True
1000000.0,900.0,1.4,0.6,2.24601106404103,4.232991487110275e-05,True
1000000.0,900.0,1.5,0.0,12.850936663927062,2.4284591805429657e-05,True
1000000.0,900.0,1.5,0.05,12.014532008874687,2.4592141456452682e-05,True
1000000.0,900.0,1.5,0.1,11.157547789577446,2.4825250324720235e-05,True
1000000.0,900.0,1.5,0.15,10.284704499971319,2.4946834956094676e-05,True
1000000.0,900.0,1.5,0.2,9.398471160180707,2.5815918333095846e-05,True
1000000.0,900.0,1.5,0.25,8.499472069793917,2.583589013747866e-05,True
1000000.0,900.0,1.5,0.3,7.5922764449931845,2.690388478215614e-05,True
1000000.0,900.0,1.5,0.35,6.683784309889544,2.7816599836931857e-05,True
1000000.0,900.0,1.5,0.4,5.777037056552286,2.9077107194919248e-05,True
1000000.0,900.0,1.5,0.45,4.879389140297824,3.079439464868923e-05,True
1000000.0,900.0,1.5,0.5,4.001048517296996,3.306249397421148e-05,True
1000000.0,900.0,1.5,0.55,3.153532026730782,3.6416106241170204e-05,True
1000000.0,900.0,1.5,0.6,2.3551820853288827,4.1312864763706986e-05,True
1000000.0,900.0,1.6,0.0,12.923402821385572,2.4631092684676376e-05,True
1000000.0,900.0,1.6,0.05,12.098555467529389,2.490968606002154e-05,True
1000000.0,900.0,1.6,0.1,11.255185830291092,2.4626434878779344e-05,True
1000000.0,900.0,1.6,0.15,10.392403673795588,2.511748458709811e-05,True
1000000.0,900.0,1.6,0.2,9.513191040617542,2.5385138088230874e-05,True
1000000.0,900.0,1.6,0.25,8.621142994654402,2.59494792460768e-05,True
1000000.0,900.0,1.6,0.3,7.719001119368641,2.6662302690649726e-05,True
1000000.0,900.0,1.6,0.35,6.809591755984454,2.793941236865112e-05,True
1000000.0,900.0,1.6,0.4,5.903281788343534,2.9174357705489702e-05,True
1000000.0,900.0,1.6,0.45,5.0015812641802855,3.071356512558488e-05,True
1000000.0,900.0,1.6,0.5,4.116686539761331,3.2911527300430794e-05,True
1000000.0,900.0,1.6,0.55,3.260161220560022,3.6112033837988424e-05,True
1000000.0,900.0,1.6,0.6,2.447640670301541,4.085754386110529e-05,True
1000000.0,900.0,1.7,0.0,12.960358565935577,2.49969667603281e-05,True
1000000.0,900.0,1.7,0.05,12.149113344229951,2.51344328607403e-05,True
1000000.0,900.0,1.7,0.1,11.31687886531045,2.54167005987098e-05,True
1000000.0,900.0,1.7,0.15,10.464666264496222,2.573447596300828e-05,True
1000000.0,900.0,1.7,0.2,9.596060726137775,2.5942944115444067e-05,True
1000000.0,900.0,1.7,0.25,8.712370264951582,2.6472494089953626e-05,True
1000000.0,900.0,1.7,0.3,7.815251645307309,2.7383882869318335e-05,True
1000000.0,900.0,1.7,0.35,6.9120316242160404,2.6841712714409262e-05,True
1000000.0,900.0,1.7,0.4,6.003637951771532,2.9408863370252048e-05,True
1000000.0,900.0,1.7,0.45,5.103028700649214,3.07738660741899e-05,True
1000000.0,900.0,1.7,0.5,4.213706883133383,3.27556232826747e-05,True
1000000.0,900.0,1.7,0.55,3.349975688620372,3.5891844958714046e-05,True
1000000.0,900.0,1.7,0.6,2.5288377700105937,4.044350360240618e-05,True
1000000.0,900.0,1.8,0.0,12.960276959045789,2.3838078604331632e-05,True
1000000.0,900.0,1.8,0.05,12.164946234507093,2.567520164520813e-05,True
1000000.0,900.0,1.8,0.1,11.34615246561877,2.5933713020075112e-05,True
1000000.0,900.0,1.8,0.15,10.50705788098764,2.624796202717577e-05,True
1000000.0,900.0,1.8,0.2,9.65073555387513,2.6595680028106897e-05,True
1000000.0,900.0,1.8,0.25,8.777630374912617,2.6864244992690715e-05,True
1000000.0,900.0,1.8,0.3,7.8887068591076295,2.7431269564529338e-05,True
1000000.0,900.0,1.8,0.35,6.991447997838295,2.814841826615956e-05,True
1000000.0,900.0,1.8,0.4,6.08796168638177,2.9088931212048634e-05,True
1000000.0,900.0,1.8,0.45,5.185891535298121,3.052725270782464e-05,True
1000000.0,900.0,1.8,0.5,4.295790323806083,3.282385778600402e-05,True
1000000.0,900.0,1.8,0.55,3.4271578349875824,3.5720856765165355e-05,True
1000000.0,900.0,1.8,0.6,2.59809786973494,4.028986337884578e-05,True
1000000.0,900.0,1.9,0.0,12.935230513438597,2.5847650915559183e-05,True
1000000.0,900.0,1.9,0.05,12.153992251399677,2.604831456574029e-05,True
1000000.0,900.0,1.9,0.1,11.351241700936235,2.6288220988522156e-05,True
1000000.0,900.0,1.9,0.15,10.528469264243798,2.6636185045332007e-05,True
1000000.0,900.0,1.9,0.2,9.684057766403532,2.6957335553004744e-05,True
1000000.0,900.0,1.9,0.25,8.818866615182559,2.730696468256799e-05,True
1000000.0,900.0,1.9,0.3,7.940281647299467,2.7913839467831476e-05,True
1000000.0,900.0,1.9,0.35,7.049361053979991,2.835216760513596e-05,True
1000000.0,900.0,1.9,0.4,6.151472944591014,2.9525778941770717e-05,True
1000000.0,900.0,1.9,0.45,5.254016623927669,3.084098626061365e-05,True
1000000.0,900.0,1.9,0.5,4.363491529128674,3.295648975820089e-05,True
1000000.0,900.0,1.9,0.55,3.49317480974536,3.5366762318138634e-05,True
1000000.0,900.0,1.9,0.6,2.6579528995515984,4.024656696499218e-05,True
1000000.0,900.0,2.0,0.0,12.893465101709129,2.63354049128697e-05,True
1000000.0,900.0,2.0,0.05,12.12507074268351,2.6348545775010745e-05,True
1000000.0,900.0,2.0,0.1,11.337718341507156,2.6655187507723952e-05,True
1000000.0,900.0,2.0,0.15,10.528007820633198,2.693219173845229e-05,True
1000000.0,900.0,2.0,0.2,9.69439767145447,2.720369337301645e-05,True
1000000.0,900.0,2.0,0.25,8.843157300227348,2.7563815897918136e-05,True
1000000.0,900.0,2.0,0.3,7.975673262688173,2.8406521671803122e-05,True
1000000.0,900.0,2.0,0.35,7.092212843175225,2.848451419573423e-05,True
1000000.0,900.0,2.0,0.4,6.2015782962970505,2.9537034533587035e-05,True
1000000.0,900.0,2.0,0.45,5.3085337574951685,2.814337696422339e-05,True
1000000.0,900.0,2.0,0.5,4.4189599246321425,3.0112923720115787e-05,True
1000000.0,900.0,2.0,0.55,3.5479863576332042,3.616750176812281e-05,True
1000000.0,900.0,2.0,0.6,2.7095319485854286,4.0139253798932306e-05,True
1000000.0,1000.0,0.2,0.0,3.000319246147057,2.9348589913951246e-05,True
1000000.0,1000.0,0.2,0.05,2.2891651973133915,3.3155246435633486e-05,True
1000000.0,1000.0,0.2,0.1,1.6612851945945393,3.9328455363957255e-05,True
1000000.0,1000.0,0.2,0.15,1.126794971115921,4.993845945536871e-05,True
1000000.0,1000.0,0.2,0.2,0.707574887123457,6.968569540860378e-05,True
1000000.0,1000.0,0.2,0.25,0.42573045569832074,0.00010813822865203901,True
1000000.0,1000.0,0.2,0.3,0.27263306337049603,0.00017481391470780994,True
1000000.0,1000.0,0.2,0.35,0.19542506206043653,0.00026124424842075667,True
1000000.0,1000.0,0.2,0.4,0.11725905032576968,0.0004545987311923471,True
1000000.0,1000.0,0.2,0.45,0.0972024473806254,0.000554455611496452,True
1000000.0,1000.0,0.2,0.5,0.07195979212362719,0.0006659318106190568,True
1000000.0,1000.0,0.2,0.55,0.052382376822657395,0.0007650025504615686,True
1000000.0,1000.0,0.2,0.6,,,False
1000000.0,1000.0,0.3,0.0,5.763522748558166,2.285086424684521e-05,True
1000000.0,1000.0,0.3,0.05,4.9495353177160375,2.3871400166914015e-05,True
1000000.0,1000.0,0.3,0.1,4.171314947217594,2.5368951016665786e-05,True
1000000.0,1000.0,0.3,0.15,3.4306816033132765,2.7350797381943528e-05,True
1000000.0,1000.0,0.3,0.2,2.7347169989769773,3.0403035414271362e-05,True
1000000.0,1000.0,0.3,0.25,2.0911111066658385,3.500557476338536e-05,True
1000000.0,1000.0,0.3,0.3,1.5092218433772597,4.235362045933371e-05,True
1000000.0,1000.0,0.3,0.35,1.0087293132828679,5.5265099907523776e-05,True
1000000.0,1000.0,0.3,0.4,0.6154380783241098,8.083085713294288e-05,True
1000000.0,1000.0,0.3,0.45,0.3563781839535649,0.00013459493319682922,True
1000000.0,1000.0,0.3,0.5,0.22549103371451953,0.00022729542799167083,True
1000000.0,1000.0,0.3,0.55,0.1457056535703253,0.0003768211287614903,True
1000000.0,1000.0,0.3,0.6,0.107835752422967,0.0005170260754317084,True
1000000.0,1000.0,0.4,0.0,7.95530484531979,2.1291994417363605e-05,True
1000000.0,1000.0,0.4,0.05,7.090484184948299,2.1826981036633885e-05,True
1000000.0,1000.0,0.4,0.1,6.242655948344733,2.2559435094415878e-05,True
1000000.0,1000.0,0.4,0.15,5.415895912719124,2.3489721980825444e-05,True
1000000.0,1000.0,0.4,0.2,4.6131857666019425,2.4908620845854252e-05,True
1000000.0,1000.0,0.4,0.25,3.841490650220448,2.6865964010701866e-05,True
1000000.0,1000.0,0.4,0.3,3.104824106756029,2.9602089460219416e-05,True
1000000.0,1000.0,0.4,0.35,2.4121374268522144,3.3654711450190454e-05,True
1000000.0,1000.0,0.4,0.4,1.774521199142097,4.003828637141265e-05,True
1000000.0,1000.0,0.4,0.45,1.2103455100278482,5.0769802501962745e-05,True
1000000.0,1000.0,0.4,0.5,0.7418006446843708,7.211657089082272e-05,True
1000000.0,1000.0,0.4,0.55,0.40600790650845725,0.00012123769487259538,True
1000000.0,1000.0,0.4,0.6,0.22876996553646306,0.000227339176897397,True
1000000.0,1000.0,0.5,0.0,9.726272343381305,2.1197559153120412e-05,True
1000000.0,1000.0,0.5,0.05,8.825044276593774,2.1552865375095902e-05,True
1000000.0,1000.0,0.5,0.1,7.931284816392924,2.2029053649795945e-05,True
1000000.0,1000.0,0.5,0.15,7.045146663762122,2.2706382665505595e-05,True
1000000.0,1000.0,0.5,0.2,6.172482278800369,2.3372134394966604e-05,True
1000000.0,1000.0,0.5,0.25,5.320505354797098,2.4625328425766762e-05,True
1000000.0,1000.0,0.5,0.3,4.491327928691094,2.6277047901806324e-05,True
1000000.0,1000.0,0.5,0.35,3.693001615004722,2.8541761422106836e-05,True
1000000.0,1000.0,0.5,0.4,2.9344879266705313,3.196845302713138e-05,True
1000000.0,1000.0,0.5,0.45,2.2242781514640084,3.6884868423234224e-05,True
1000000.0,1000.0,0.5,0.5,1.5776766364557895,4.494898410599e-05,True
1000000.0,1000.0,0.5,0.55,1.0150352639478748,5.9677025742305116e-05,True
1000000.0,1000.0,0.5,0.6,0.5675517083155979,9.240147643294736e-05,True
1000000.0,1000.0,0.6,0.0,11.176891824992197,2.1444867608769886e-05,True
1000000.0,1000.0,0.6,0.05,10.243100739038871,2.1649726318713177e-05,True
1000000.0,1000.0,0.6,0.1,9.314648167043476,2.2147014517903904e-05,True
1000000.0,1000.0,0.6,0.15,8.3844991720341,2.2691495808985234e-05,True
1000000.0,1000.0,0.6,0.2,7.4613550722611635,2.3081399591218338e-05,True
1000000.0,1000.0,0.6,0.25,6.550532274807385,2.404458686083853e-05,True
1000000.0,1000.0,0.6,0.3,5.654594214300677,2.5268807227858385e-05,True
1000000.0,1000.0,0.6,0.35,4.781911527525462,2.6900770447890595e-05,True
1000000.0,1000.0,0.6,0.4,3.9387842049659167,2.9420126827323488e-05,True
1000000.0,1000.0,0.6,0.45,3.1335331176168553,3.264675201209541e-05,True
1000000.0,1000.0,0.6,0.5,2.378923416611288,3.756601191724855e-05,True
1000000.0,1000.0,0.6,0.55,1.6899760956563135,4.53478753132648e-05,True
1000000.0,1000.0,0.6,0.6,1.0866773273033694,5.956313853901918e-05,True
1000000.0,1000.0,0.7,0.0,12.366765749035153,2.1818208657387365e-05,True
1000000.0,1000.0,0.7,0.05,11.411517674345408,2.2143272479062277e-05,True
1000000.0,1000.0,0.7,0.1,10.451413266797159,2.2564219289867284e-05,True
1000000.0,1000.0,0.7,0.15,9.491778459385447,2.3144240568382872e-05,True
1000000.0,1000.0,0.7,0.2,8.528508011132088,2.377595198245572e-05,True
1000000.0,1000.0,0.7,0.25,7.57286157136172,2.4526264762487107e-05,True
1000000.0,1000.0,0.7,0.3,6.6267198418162225,2.5514773592757066e-05,True
1000000.0,1000.0,0.7,0.35,5.6954268796964715,2.6532530877695644e-05,True
1000000.0,1000.0,0.7,0.4,4.788913880023611,2.8714276860278325e-05,True
1000000.0,1000.0,0.7,0.45,3.9133865992982453,3.108293720699271e-05,True
1000000.0,1000.0,0.7,0.5,3.078608450013845,3.4958507914770755e-05,True
1000000.0,1000.0,0.7,0.55,2.3014399883998573,4.042862774995246e-05,True
1000000.0,1000.0,0.7,0.6,1.596076309907965,4.9430235763018204e-05,True
1000000.0,1000.0,0.8,0.0,13.345257303707099,2.2509213483397214e-05,True
1000000.0,1000.0,0.8,0.05,12.375576867754178,2.286151898650226e-05,True
1000000.0,1000.0,0.8,0.1,11.39202365225195,2.3296061987275354e-05,True
1000000.0,1000.0,0.8,0.15,10.401596183146816,2.380200477195869e-05,True
1000000.0,1000.0,0.8,0.2,9.408602922434888,2.4418227593067492e-05,True
1000000.0,1000.0,0.8,0.25,8.420002860624829,2.5165520572987448e-05,True
1000000.0,1000.0,0.8,0.3,7.4351937371429875,2.6105559275936555e-05,True
1000000.0,1000.0,0.8,0.35,6.4595549029902015,2.7361284449035755e-05,True
1000000.0,1000.0,0.8,0.4,5.505075536471736,2.89049274274518e-05,True
1000000.0,1000.0,0.8,0.45,4.574286690940513,3.096303904822326e-05,True
1000000.0,1000.0,0.8,0.5,3.6774610834935246,3.42340474919587e-05,True
1000000.0,1000.0,0.8,0.55,2.8313686321023814,3.8673512079062084e-05,True
1000000.0,1000.0,0.8,0.6,2.0492359362924786,4.563494312992432e-05,True
1000000.0,1000.0,0.9,0.0,14.150607134837873,2.3150882841526e-05,True
1000000.0,1000.0,0.9,0.05,13.163801466657329,2.3599076411806003e-05,True
1000000.0,1000.0,0.9,0.1,12.16466825963957,2.410680251070936e-05,True
1000000.0,1000.0,0.9,0.15,11.153257218022718,2.4584118918162607e-05,True
1000000.0,1000.0,0.9,0.2,10.138539922495983,2.5263174089197927e-05,True
1000000.0,1000.0,0.9,0.25,9.121228613754678,2.6036155020660547e-05,True
1000000.0,1000.0,0.9,0.3,8.105499482831782,2.7024221143090552e-05,True
1000000.0,1000.0,0.9,0.35,7.098311226620993,2.8145606459928428e-05,True
1000000.0,1000.0,0.9,0.4,6.104374984233088,2.9592923068988484e-05,True
1000000.0,1000.0,0.9,0.45,5.130858520325997,3.1412886710115825e-05,True
1000000.0,1000.0,0.9,0.5,4.184035176577064,3.447804233396092e-05,True
1000000.0,1000.0,0.9,0.55,3.2826915390889306,3.8395231782753026e-05,True
1000000.0,1000.0,0.9,0.6,2.4394074505051413,4.4379514409321485e-05,True
1000000.0,1000.0,1.0,0.0,14.792685265189757,2.36746084326206e-05,True
1000000.0,1000.0,1.0,0.05,13.799019421244589,2.4171600516871713e-05,True
1000000.0,1000.0,1.0,0.1,12.786069124529744,2.4678426439023023e-05,True
1000000.0,1000.0,1.0,0.15,11.766115462361679,2.5289268830649576e-05,True
1000000.0,1000.0,1.0,0.2,10.736985581068097,2.5988148119856457e-05,True
1000000.0,1000.0,1.0,0.25,9.702958871930376,2.6815345708050274e-05,True
1000000.0,1000.0,1.0,0.3,8.667425169307174,2.7569564275628193e-05,True
1000000.0,1000.0,1.0,0.35,7.6326493156861845,2.8259180235888048e-05,True
1000000.0,1000.0,1.0,0.4,6.606572970925015,3.027039536412422e-05,True
1000000.0,1000.0,1.0,0.45,5.598190869173594,3.129362885436513e-05,True
1000000.0,1000.0,1.0,0.5,4.611938352442813,3.494859112650323e-05,True
1000000.0,1000.0,1.0,0.55,3.6656516151015066,3.854976472764749e-05,True
1000000.0,1000.0,1.0,0.6,2.771975742217954,4.324455111287747e-05,True
1000000.0,1000.0,1.1,0.0,15.29677800757798,2.3909454798320187e-05,True
1000000.0,1000.0,1.1,0.05,14.304484089795677,2.436919650903732e-05,True
1000000.0,1000.0,1.1,0.1,13.292000538055783,2.496066423210136e-05,True
1000000.0,1000.0,1.1,0.15,12.265460248851989,2.5547649968610158e-05,True
1000000.0,1000.0,1.1,0.2,11.22977843348336,2.610432361154054e-05,True
1000000.0,1000.0,1.1,0.25,10.181158203019072,2.6850510879332462e-05,True
1000000.0,1000.0,1.1,0.3,9.127421577467517,2.71779946220614e-05,True
1000000.0,1000.0,1.1,0.35,8.074499337896118,2.821520478152874e-05,True
